seed,condition,mse,rmse,mae,coverage,coverage_percent,mean_width,median_width,mean_interval_score,lower_miss_rate,upper_miss_rate,test_range,relative_mean_width,relative_median_width,elapsed_seconds,selected_residual_window
2020,AR1_plus_sine_heteroskedastic,102.00042736915557,10.099526096265883,6.813219249877292,0.9621212121212122,96.21212121212122,49.49619332345602,50.32906452689954,60.845780831289524,0.015151515151515152,0.022727272727272728,376.2982025303522,0.13153449309783416,0.1337478207136533,179.33879790000015,400
