seed,condition,mse,rmse,mae,coverage,coverage_percent,mean_width,median_width,mean_interval_score,lower_miss_rate,upper_miss_rate,test_range,relative_mean_width,relative_median_width,elapsed_seconds,selected_residual_window
2020,AR1_plus_sine_heteroskedastic,118.86111198763307,10.902344334482978,7.56745650314083,0.9659090909090909,96.5909090909091,50.210379346294594,50.1217112291703,63.358795364471874,0.015151515151515152,0.01893939393939394,409.7033169049032,0.12255302135605847,0.12233660105027688,247.3428697999998,400
