,rmse,rmse,mae,mae,coverage_percent,coverage_percent,mean_width,mean_width,median_width,median_width,mean_interval_score,mean_interval_score,test_range,test_range,relative_mean_width,relative_mean_width,relative_median_width,relative_median_width,elapsed_seconds,elapsed_seconds
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,sum
condition,,,,,,,,,,,,,,,,,,,,
AR1,1.0705600777666608,0.028690783482908343,0.8507377651374557,0.019462268288364733,93.66666666666667,2.020725942163692,4.102562393379949,0.21888784001309994,4.0884567703482375,0.2256001412512386,5.249166963745356,0.4656092440522993,8.992147891230415,0.8017635895361744,0.45725581440941876,0.018453049417968395,0.4556012939875318,0.016306532034595922,186.9488370333329,560.8465110999987
AR1_plus_sine,1.3310201815983393,0.10787286806558499,1.0498265631537134,0.08260398039369847,93.83333333333333,2.5658007197234403,4.965163381136782,0.7244753213544313,4.990828119930796,0.7154292927793016,6.593343863304871,0.1749246367854234,350.7601072711109,3.1002607927265506,0.014168001020011346,0.0021879167128598816,0.01424095924960507,0.0021625560437746553,146.4029056999998,439.2087170999994
