method,total_seconds,mean_seconds,std_seconds,min_seconds,max_seconds,completed_seeds,total_minutes,total_hours
M1_DistPred_ANN,690.6471798999119,34.53235899499559,29.702808449628908,12.588496000040323,102.99703349999618,20,11.510786331665198,0.19184643886108663
M2_DistPred_Minusformer,705.8472275001695,35.292361375008475,29.541872102242028,13.061699700076133,103.43097079993458,20,11.764120458336158,0.19606867430560265
M3_Quantile_ANN,688.7434860998765,34.437174304993825,29.716401611542697,12.654783400008455,102.96777449996443,20,11.479058101664608,0.19131763502774346
M4_Quantile_Minusformer,710.3410957001615,35.51705478500808,29.478113606756597,13.042290000070352,103.77051770000253,20,11.83901826166936,0.19731697102782264
M5_SortBootstrap_ANN,750.5706092998735,37.52853046499367,29.60517134048195,15.526913000037894,105.5793735999614,20,12.50951015499789,0.2084918359166315
M6_OOT_Adaptive_EnbPI,8107.820702499943,405.39103512499713,66.14469705678863,350.29167480004253,662.7637930999626,20,135.13034504166572,2.2521724173610953
