seed,condition,mse,rmse,mae,coverage,coverage_percent,mean_width,median_width,mean_interval_score,lower_miss_rate,upper_miss_rate,test_range,relative_mean_width,relative_median_width,elapsed_seconds,selected_residual_window
2020,AR1_plus_sine_heteroskedastic,147.15739966772102,12.130844969239407,7.739879960155243,0.9128787878787878,91.28787878787878,49.973959331959506,51.78971580455352,81.37355389208801,0.03409090909090909,0.05303030303030303,405.78209071004983,0.12315466965166835,0.12762937791051918,362.9608728000003,300
