seed,condition,window,window_value,mean_interval_score,coverage,mean_width,n_validation_residuals,validation_start_position,selected
2020,AR1_plus_sine_heteroskedastic,300,300.0,53.29081680462904,0.9386792452830188,42.36317734715774,212,316,True
2020,AR1_plus_sine_heteroskedastic,400,400.0,55.91655207404753,0.9433962264150944,44.885806175176505,212,316,False
2020,AR1_plus_sine_heteroskedastic,all,,57.66843288700312,0.9433962264150944,46.622144215430176,212,316,False
2020,AR1_plus_sine_heteroskedastic,100,100.0,58.75493366411179,0.8820754716981132,38.03085631373042,212,316,False
2020,AR1_plus_sine_heteroskedastic,200,200.0,60.49478459594195,0.9292452830188679,42.036896213064836,212,316,False
