seed,condition,mse,rmse,mae,coverage,coverage_percent,mean_width,median_width,mean_interval_score,lower_miss_rate,upper_miss_rate,test_range,relative_mean_width,relative_median_width,elapsed_seconds,selected_residual_window
2020,AR1_plus_sine_heteroskedastic,115.61510556818652,10.752446492226154,7.340465457712388,0.9507575757575758,95.07575757575758,50.5777001802475,50.8130829798522,59.84131779908799,0.030303030303030304,0.01893939393939394,376.2982025303522,0.1344085617208546,0.13503408370852799,132.85961380000003,200
