method,total_seconds,mean_seconds,std_seconds,min_seconds,max_seconds,completed_seeds,total_minutes,total_hours
M1_DistPred_ANN,201.36008970008697,20.136008970008696,8.860199552202854,12.798346900031902,37.53481839998858,10,3.3560014950014496,0.05593335825002416
M2_DistPred_Minusformer,205.83905870001763,20.583905870001765,8.781306310908061,13.548811100015882,37.932952200004365,10,3.430650978333627,0.05717751630556045
M3_Quantile_ANN,199.68396290007513,19.96839629000751,8.828819309738261,12.703422399994452,37.45172040001489,10,3.3280660483345854,0.05546776747224309
M4_Quantile_Minusformer,210.37063729995862,21.03706372999586,8.432701558149798,14.09870710002724,38.085672899964266,10,3.5061772883326436,0.05843628813887739
M5_SortBootstrap_ANN,275.35547150007915,27.535547150007915,9.433138899638873,20.148354599950835,46.70491680002306,10,4.589257858334652,0.0764876309722442
M6_OOT_Adaptive_EnbPI,1781.4540606999653,178.14540606999654,5.8026188230636535,172.34666049998486,192.08198060002178,10,29.69090101166609,0.4948483501944348
