method,mse,rmse,mae,coverage,coverage_percent,mean_width,median_width,mean_interval_score,lower_miss_rate,upper_miss_rate,elapsed_seconds,selected_residual_window
M1_DistPred_ANN,548.9970121980508,23.43068526949331,15.658389688301435,0.8277027027027027,82.77027027027027,79.3100646680721,60.6605800808799,111.35512112831388,0.09121621621621621,0.08108108108108109,270.8841418000002,
M2_DistPred_Minusformer,584.4369888493195,24.175131620103322,16.631117485919948,0.918918918918919,91.8918918918919,108.75826841139173,79.85814893146426,124.02141179541148,0.057432432432432436,0.02364864864864865,271.57269399999996,
M3_Quantile_ANN,533.6293405714877,23.100418623295287,15.558157279871779,0.8918918918918919,89.1891891891892,166.46049978263977,122.88739589974752,178.71278184482335,0.057432432432432436,0.05067567567567568,269.90374470000006,
M4_Quantile_Minusformer,476.41988498394875,21.827044806476867,14.439986797714218,0.8918918918918919,89.1891891891892,142.56678377451013,111.23151515206555,155.31725425753876,0.060810810810810814,0.0472972972972973,272.3388765999998,
M5_SortBootstrap_ANN,390.3113825649916,19.75629981967756,13.331580874353996,0.6993243243243243,69.93243243243244,41.081666400161836,34.50005205474962,130.94147822086174,0.14864864864864866,0.15202702702702703,290.3001045000001,
M6_OOT_Adaptive_EnbPI,399.08065177732675,19.977003072966845,13.882387468243753,0.9222972972972973,92.22972972972973,130.73592817685469,115.7349190073963,136.89300927784615,0.060810810810810814,0.016891891891891893,469.88020319999987,400.0
